project_id,state,district,work_category,project_description,sanctioned_amount_inr,implementing_agency,sanction_date,expected_completion_date,actual_completion_date,fraud_label,fraud_type
MPLAD-5A0666,Karnataka,Belagavi,Road Repair,Concreting and repair of internal village road at Belagavi Sector 1,854099.46,Contractor_5,2025-09-24,2026-03-21,,0,None
MPLAD-EB0895,Bihar,Aurangabad_BR,Solar Street Light,Fitting 15 solar powered street lamps in Aurangabad_BR Sector 2,73224.98,Contractor_40,2025-09-26,2026-02-07,2026-02-01,0,None
MPLAD-C07F85,West Bengal,Kolkata,Solar Street Light,Installation of 50 solar street lights in Kolkata Zone 9,66137.64,Contractor_25,2025-11-01,2026-04-30,,0,None
MPLAD-DF20FC,Bihar,Gaya,Road Repair,Repair of internal road in Gaya Gram Panchayat 18,860640.01,Contractor_50,2025-04-05,2025-08-05,2025-08-11,0,None
MPLAD-039C83,Karnataka,Mysuru,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Mysuru Gram Panchayat 22,311533.29,Contractor_4,2025-12-08,2026-03-28,2026-03-21,0,None
MPLAD-4B3F51,Uttar Pradesh,Agra,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Agra Ward 32,545560.57,Contractor_7,2025-05-16,2025-08-22,2025-08-13,0,None
MPLAD-475B76,West Bengal,Kolkata,Community Hall,Construction of community hall in Kolkata Sector 17,1516252.86,Contractor_50,2025-08-09,2026-01-02,2025-12-21,0,None
MPLAD-81F355,Uttar Pradesh,Lucknow,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Lucknow Block 26",271125.89,Contractor_37,2025-09-12,2025-12-15,2025-12-08,0,None
MPLAD-8C7378,Jammu And Kashmir,Baramulla,Solar Street Light,Installation of 30 solar street lights in Baramulla Ward 1,75307.66,Contractor_25,2025-09-09,2026-01-28,2026-02-06,0,None
MPLAD-A36E7B,Karnataka,Mysuru,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Mysuru Zone 22,277272.22,Contractor_6,2025-10-02,2026-03-28,2026-03-14,0,None
MPLAD-67E3D3,West Bengal,Tamluk,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Tamluk Gram Panchayat 7",315627.18,Contractor_41,2025-05-29,2025-11-05,2025-11-02,0,None
MPLAD-DAD92B,Jammu And Kashmir,Jammu,Drinking Water Plant,Boring and installation of RO drinking water plant in Jammu Zone 16,498650.35,Contractor_32,2025-11-20,2026-03-14,2026-03-05,0,None
MPLAD-825720,Tamil Nadu,Trichy,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Trichy Sector 22,273779.56,Contractor_4,2025-10-04,2026-03-11,,0,None
MPLAD-37F113,Rajasthan,Jaipur,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Jaipur Zone 10,528777.85,Contractor_48,2025-01-22,2025-05-19,2025-05-25,0,None
MPLAD-FE7713,Maharashtra,Nagpur,Road Repair,Bituminous macadam road repair and pothole filling in Nagpur Ward 9,746597.13,Contractor_1,2025-02-06,2025-07-08,2025-07-08,0,None
MPLAD-F1AA6E,Bihar,Aurangabad_BR,Community Hall,Construction of community hall in Aurangabad_BR Sector 8,1553064.58,Contractor_32,2025-06-07,2025-11-22,2025-11-25,0,None
MPLAD-A613D5,Bihar,Gaya,Road Repair,Paver block fixing and road repair work in Gaya Sector 35,859835.04,Contractor_9,2025-04-23,2025-09-14,2025-09-22,0,None
MPLAD-190D12,Maharashtra,Nagpur,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Nagpur Gram Panchayat 11,533642.71,Contractor_45,2025-04-20,2025-08-30,2025-08-23,0,None
MPLAD-F7D1BF,West Bengal,Kolkata,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Kolkata Ward 2,505340.77,Contractor_32,2025-08-13,2025-11-28,2025-12-03,0,None
MPLAD-009695,Bihar,Muzaffarpur,Solar Street Light,Setup of 40 high-mast solar illumination units in Muzaffarpur Ward 14,65126.99,Contractor_10,2025-04-02,2025-08-23,2025-09-02,0,None
MPLAD-1AE52B,West Bengal,Tamluk,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Tamluk Gram Panchayat 6,502308.69,Contractor_41,2025-07-30,2026-01-14,2026-01-18,0,None
MPLAD-AB2321,Assam,Guwahati,Drinking Water Plant,Boring and installation of RO drinking water plant in Guwahati Block 35,484785.36,Contractor_33,2025-01-03,2025-04-27,2025-04-28,0,None
MPLAD-E4AB8E,West Bengal,Howrah,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Howrah Gram Panchayat 32,1485686.4,Contractor_12,2025-11-17,2026-02-21,2026-03-03,0,None
MPLAD-86E765,Maharashtra,Mumbai Suburban,Community Hall,Development and construction of public community center in Mumbai Suburban Gram Panchayat 3,1568057.05,Contractor_7,2025-01-23,2025-05-29,2025-05-22,0,None
MPLAD-B8ED2D,Uttar Pradesh,Lucknow,Solar Street Light,Supply and erection of 40 LED solar street lights at Lucknow Gram Panchayat 21,332747.89,Contractor_27,2025-04-01,2025-08-31,2025-08-18,1,Cost Inflation
MPLAD-EF2A17,West Bengal,Kolkata,Community Hall,Renovation and expansion of community hall in Kolkata Ward 25,1598834.7,Contractor_15,2025-06-16,2025-10-25,2025-10-17,0,None
MPLAD-BF5720,Maharashtra,Aurangabad,Solar Street Light,Setup of 15 high-mast solar illumination units in Aurangabad Gram Panchayat 24,74419.81,Contractor_9,2025-09-06,2025-12-23,2025-12-27,0,None
MPLAD-F0DF9F,Karnataka,Mysuru,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Mysuru Block 9,313189.27,Contractor_8,2025-11-20,2026-03-15,2026-03-01,0,None
MPLAD-6EF4B2,Karnataka,Bengaluru Urban,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Bengaluru Urban Zone 15,297514.74,Contractor_6,2025-03-29,2025-08-03,2025-08-13,0,None
MPLAD-562FA9,West Bengal,Darjeeling,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Darjeeling Ward 16,321418.43,Contractor_21,2025-09-08,2026-02-04,2026-02-12,0,None
MPLAD-52DADF,Uttar Pradesh,Lucknow,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Lucknow Zone 3,304768.02,Contractor_28,2025-10-30,2026-01-30,,1,Delayed Completion
MPLAD-719A60,Bihar,Aurangabad_BR,Road Repair,Repair of internal road in Aurangabad_BR Gram Panchayat 14,778864.03,Contractor_9,2025-12-23,2026-05-25,2026-05-27,0,None
MPLAD-33ABAD,Bihar,Patna,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Patna Zone 2,479579.04,Contractor_30,2025-11-28,2026-04-07,2026-08-18,1,Delayed Completion
MPLAD-1AC229,Rajasthan,Jaipur,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Jaipur Sector 25,316310.1,Contractor_45,2025-12-27,2026-05-13,2026-05-20,0,None
MPLAD-145A51,Rajasthan,Jodhpur,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Jodhpur Ward 6,503092.03,Contractor_40,2025-06-01,2025-11-27,,0,None
MPLAD-B956C0,Assam,Silchar,Drinking Water Plant,Boring and installation of RO drinking water plant in Silchar Block 30,523576.08,Contractor_40,2025-01-29,2025-06-14,,0,None
MPLAD-CD1D23,Assam,Silchar,Solar Street Light,Supply and erection of 15 LED solar street lights at Silchar Block 16,72311.42,Contractor_35,2025-03-31,2025-07-07,2025-07-16,0,None
MPLAD-7B3762,West Bengal,Tamluk,Solar Street Light,Electrification via 40 solar street lights across Tamluk Gram Panchayat 18,332603.65,Contractor_4,2025-10-25,2026-03-05,2026-02-26,1,Cost Inflation
MPLAD-0413FC,Jammu And Kashmir,Jammu,Solar Street Light,Electrification via 40 solar street lights across Jammu Zone 19,72456.28,Contractor_29,2025-08-20,2026-01-24,2026-01-24,0,None
MPLAD-225AB8,Bihar,Gaya,Road Repair,Asphalt resurfacing and repair of main road in Gaya Sector 7,773629.17,Contractor_11,2025-12-11,2026-04-25,2026-08-18,1,Delayed Completion
MPLAD-EDE3A3,Jammu And Kashmir,Srinagar,Drinking Water Plant,Boring and installation of RO drinking water plant in Srinagar Gram Panchayat 35,461202.46,Contractor_9,2025-03-17,2025-07-11,2025-07-16,0,None
MPLAD-552C09,Maharashtra,Palghar,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Palghar Zone 22",290802.01,Contractor_27,2025-08-16,2025-12-08,2025-12-18,0,None
MPLAD-FB5346,Karnataka,Mysuru,Road Repair,Bituminous macadam road repair and pothole filling in Mysuru Gram Panchayat 20,768558.5,Contractor_37,2025-11-27,2026-05-11,2026-05-12,0,None
MPLAD-A1B2E4,Uttar Pradesh,Kanpur,Community Hall,Construction of community hall in Kanpur Block 19,1659312.77,Contractor_30,2025-06-06,2025-10-03,2025-09-27,0,None
MPLAD-EADE34,Assam,Dibrugarh,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Dibrugarh Ward 8,1547452.09,Contractor_3,2025-03-24,2025-07-15,,0,None
MPLAD-65D4F0,Tamil Nadu,Madurai,Drinking Water Plant,Boring and installation of RO drinking water plant in Madurai Block 23,507452.52,Contractor_10,2025-08-14,2025-12-05,2025-12-12,0,None
MPLAD-1BAD4B,Assam,Dibrugarh,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Dibrugarh Ward 30,494842.91,Contractor_21,2025-03-25,2025-07-08,,0,None
MPLAD-32C21D,Assam,Dibrugarh,Community Hall,Development and construction of public community center in Dibrugarh Zone 10,1301717.72,Contractor_37,2025-10-07,2026-03-28,2026-03-28,0,None
MPLAD-C363D5,Jammu And Kashmir,Srinagar,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Srinagar Gram Panchayat 15,290321.07,Contractor_29,2025-02-27,2025-06-14,2025-06-02,0,None
MPLAD-9D900A,West Bengal,Tamluk,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Tamluk Gram Panchayat 6,459248.11,Contractor_33,2025-01-29,2025-06-03,2025-05-21,0,None
MPLAD-A0C5C2,Assam,Guwahati,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Guwahati Gram Panchayat 24,281667.0,Contractor_1,2025-06-12,2025-12-04,2025-11-23,0,None
MPLAD-985E49,Jammu And Kashmir,Jammu,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Jammu Gram Panchayat 19,484492.02,Contractor_11,2025-06-07,2025-09-16,2025-09-15,0,None
MPLAD-283B9C,Uttar Pradesh,Lucknow,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Lucknow Sector 25,313716.33,Contractor_6,2025-08-01,2025-11-17,2025-11-17,0,None
MPLAD-55133E,Rajasthan,Jaipur,Solar Street Light,Supply and erection of 15 LED solar street lights at Jaipur Ward 25,73189.21,Contractor_19,2025-05-20,2025-10-28,2025-10-31,0,None
MPLAD-5E98D9,Tamil Nadu,Trichy,Road Repair,Repair of internal road in Trichy Sector 10,798117.12,Contractor_17,2025-06-04,2025-11-12,2025-11-04,0,None
MPLAD-44DDA6,Jammu And Kashmir,Srinagar,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Srinagar Gram Panchayat 16,545602.66,Contractor_2,2025-11-22,2026-05-14,2026-05-08,0,None
MPLAD-50FE23,Bihar,Muzaffarpur,Solar Street Light,Fitting 40 solar powered street lamps in Muzaffarpur Gram Panchayat 8,80294.37,Contractor_24,2025-09-10,2026-02-21,2026-02-19,0,None
MPLAD-2D4309,Tamil Nadu,Coimbatore,Road Repair,Paver block fixing and road repair work in Coimbatore Ward 23,846591.45,Contractor_11,2025-01-09,2025-06-22,2025-06-17,0,None
MPLAD-B7C8CF,Karnataka,Bengaluru Urban,Solar Street Light,Installation of 30 solar street lights in Bengaluru Urban Ward 12,70453.41,Contractor_49,2025-08-03,2025-12-08,2025-12-13,0,None
MPLAD-155DA0,Assam,Dibrugarh,Solar Street Light,Fitting 20 solar powered street lamps in Dibrugarh Block 7,319548.66,Contractor_35,2025-03-27,2025-08-04,2025-08-10,1,Cost Inflation
MPLAD-E315A8,Maharashtra,Nagpur,Road Repair,Paver block fixing and road repair work in Nagpur Block 11,770325.87,Contractor_7,2025-03-15,2025-08-18,2025-08-27,0,None
MPLAD-FC390D,West Bengal,Kolkata,Community Hall,Construction of community hall in Kolkata Ward 2,1361821.97,Contractor_31,2025-04-24,2025-09-14,2025-09-01,0,None
MPLAD-BC2F4C,Uttar Pradesh,Agra,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Agra Block 2,481157.35,Contractor_48,2025-07-05,2025-12-18,2025-12-13,0,None
MPLAD-3CEF2C,Uttar Pradesh,Varanasi,Solar Street Light,Installation of 25 solar street lights in Varanasi Sector 5,69447.16,Contractor_2,2025-12-22,2026-04-30,2026-04-19,0,None
MPLAD-845059,West Bengal,Kolkata,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Kolkata Gram Panchayat 8,1090400.66,Contractor_17,2025-01-22,2025-04-26,2025-04-27,1,Cost Inflation
MPLAD-18B7A9,Maharashtra,Pune,Solar Street Light,Supply and erection of 30 LED solar street lights at Pune Ward 12,66324.95,Contractor_43,2025-12-08,2026-03-23,,0,None
MPLAD-F3D0F9,Tamil Nadu,Madurai,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Madurai Zone 5,452925.91,Contractor_7,2025-03-16,2025-07-29,2025-07-30,0,None
MPLAD-1F6B26,West Bengal,Tamluk,Road Repair,Bituminous macadam road repair and pothole filling in Tamluk Sector 14,2452159.25,Contractor_33,2025-09-28,2026-02-01,2026-02-10,1,Cost Inflation
MPLAD-8FD09B,Uttar Pradesh,Agra,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Agra Block 25",291987.78,Contractor_28,2025-10-29,2026-04-23,,0,None
MPLAD-AB74B9,Bihar,Muzaffarpur,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Muzaffarpur Block 19,1505700.4,Contractor_36,2025-07-28,2025-11-10,2025-11-11,0,None
MPLAD-80629A,Bihar,Aurangabad_BR,Solar Street Light,Fitting 40 solar powered street lamps in Aurangabad_BR Gram Panchayat 15,66644.96,Contractor_36,2025-09-10,2026-01-14,2026-01-22,0,None
MPLAD-C1814D,West Bengal,Kolkata,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Kolkata Sector 32,287435.36,Contractor_44,2025-08-08,2026-01-05,,0,None
MPLAD-87A1FF,Bihar,Patna,Solar Street Light,Electrification via 10 solar street lights across Patna Ward 5,72927.4,Contractor_24,2025-09-25,2026-01-11,2026-01-18,0,None
MPLAD-3E5BE4,Rajasthan,Jaipur,Community Hall,Renovation and expansion of community hall in Jaipur Zone 18,1435452.66,Contractor_49,2025-11-01,2026-02-28,2026-03-08,0,None
MPLAD-F1CAC8,Rajasthan,Jodhpur,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Jodhpur Sector 17,291365.84,Contractor_32,2025-12-08,2026-05-12,2026-05-21,0,None
MPLAD-302AD3,Maharashtra,Pune,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Pune Gram Panchayat 21,283849.31,Contractor_10,2025-03-10,2025-06-14,2025-06-14,0,None
MPLAD-DD3235,Bihar,Aurangabad_BR,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Aurangabad_BR Zone 17,512196.68,Contractor_35,2025-02-19,2025-07-18,2025-07-24,0,None
MPLAD-686305,Assam,Guwahati,Drinking Water Plant,Boring and installation of RO drinking water plant in Guwahati Gram Panchayat 21,530948.16,Contractor_25,2025-10-04,2026-01-06,,0,None
MPLAD-9CA18E,Uttar Pradesh,Kanpur,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Kanpur Gram Panchayat 32",297579.37,Contractor_49,2025-01-17,2025-07-16,2025-07-14,0,None
MPLAD-E30F6B,Assam,Silchar,Solar Street Light,Electrification via 50 solar street lights across Silchar Ward 33,76377.1,Contractor_4,2025-09-09,2026-02-15,2026-02-15,0,None
MPLAD-E83014,Rajasthan,Udaipur,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Udaipur Sector 3,285803.46,Contractor_9,2025-10-30,2026-04-24,2026-04-18,0,None
MPLAD-BF664E,Maharashtra,Mumbai Suburban,Drinking Water Plant,Installation of clean drinking water filtration unit in Mumbai Suburban Block 4,484887.68,Contractor_43,2025-10-26,2026-03-13,2026-03-09,0,None
MPLAD-BD87D0,Tamil Nadu,Chennai,Community Hall,Construction of community hall in Chennai Ward 2,1399045.57,Contractor_35,2025-11-28,2026-05-25,2026-05-19,0,None
MPLAD-5F6617,Rajasthan,Udaipur,Drinking Water Plant,Installation of clean drinking water filtration unit in Udaipur Gram Panchayat 2,453737.76,Contractor_21,2025-12-03,2026-05-07,,0,None
MPLAD-BD5C49,Bihar,Aurangabad_BR,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Aurangabad_BR Zone 22,304221.21,Contractor_11,2025-06-15,2025-09-25,2025-09-16,0,None
MPLAD-9BEDF6,West Bengal,Darjeeling,Road Repair,Repair of internal road in Darjeeling Zone 14,2775514.98,Contractor_19,2025-08-12,2026-01-30,2026-02-09,1,Cost Inflation
MPLAD-E1387F,Rajasthan,Jaipur,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Jaipur Zone 22,454753.14,Contractor_18,2025-10-21,2026-04-08,2026-03-26,0,None
MPLAD-9BFFCF,Jammu And Kashmir,Baramulla,Solar Street Light,Fitting 30 solar powered street lamps in Baramulla Block 28,76328.57,Contractor_43,2025-09-29,2026-01-23,2026-01-10,0,None
MPLAD-04DE65,Rajasthan,Jodhpur,Road Repair,Bituminous macadam road repair and pothole filling in Jodhpur Sector 34,762670.59,Contractor_12,2025-08-01,2026-01-17,2026-01-23,0,None
MPLAD-6E37AE,Jammu And Kashmir,Baramulla,Road Repair,Paver block fixing and road repair work in Baramulla Sector 34,799840.73,Contractor_13,2025-12-05,2026-05-25,2026-05-29,0,None
MPLAD-59084E,Uttar Pradesh,Kanpur,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Kanpur Gram Panchayat 18,496248.67,Contractor_19,2025-05-04,2025-09-26,2025-09-13,0,None
MPLAD-471493,West Bengal,Darjeeling,Community Hall,Construction of community hall in Darjeeling Block 30,1402578.65,Contractor_32,2025-11-04,2026-03-04,2026-02-23,0,None
MPLAD-47C92C,Maharashtra,Nashik,Road Repair,Concreting and repair of internal village road at Nashik Block 12,3661063.14,Contractor_42,2025-08-05,2025-11-23,2025-11-08,1,Cost Inflation
MPLAD-559F9F,Maharashtra,Thane,Solar Street Light,Installation of 25 solar street lights in Thane Block 6,84275.74,Contractor_26,2025-09-06,2025-12-15,2025-12-09,0,None
MPLAD-912EAF,Assam,Guwahati,Community Hall,Building multipurpose cultural community hall in Guwahati Gram Panchayat 6,1394416.46,Contractor_16,2025-10-20,2026-03-25,2026-03-28,0,None
MPLAD-D6FD48,Karnataka,Belagavi,Road Repair,Asphalt resurfacing and repair of main road in Belagavi Ward 10,724455.37,Contractor_7,2025-06-10,2025-10-27,2025-11-04,0,None
MPLAD-C9B6AA,Jammu And Kashmir,Baramulla,Community Hall,Construction of community hall in Baramulla Zone 24,1385643.46,Contractor_45,2025-05-21,2025-09-20,,0,None
MPLAD-1900A7,Jammu And Kashmir,Jammu,Solar Street Light,Supply and erection of 20 LED solar street lights at Jammu Gram Panchayat 24,71329.8,Contractor_20,2025-08-05,2025-12-04,,0,None
MPLAD-A08829,Maharashtra,Thane,Solar Street Light,Supply and erection of 20 LED solar street lights at Thane Zone 25,77907.95,Contractor_20,2025-11-07,2026-05-04,,0,None
MPLAD-940088,Bihar,Gaya,Drinking Water Plant,Installation of clean drinking water filtration unit in Gaya Sector 16,540315.71,Contractor_20,2025-12-17,2026-05-12,2026-05-09,0,None
MPLAD-AD05DF,Jammu And Kashmir,Jammu,Community Hall,Renovation and expansion of community hall in Jammu Sector 18,1643766.69,Contractor_6,2025-03-24,2025-08-01,,0,None
MPLAD-739135,Karnataka,Belagavi,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Belagavi Ward 17,298265.48,Contractor_33,2025-07-31,2025-12-22,,0,None
MPLAD-54338B,Assam,Silchar,Solar Street Light,Installation of 40 solar street lights in Silchar Ward 29,72037.13,Contractor_42,2025-11-05,2026-03-16,2026-03-01,0,None
MPLAD-65CACF,Tamil Nadu,Madurai,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Madurai Ward 27,1301230.32,Contractor_21,2025-04-13,2025-09-23,2025-09-13,0,None
MPLAD-2C1EAF,Tamil Nadu,Coimbatore,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Coimbatore Sector 27,298701.93,Contractor_24,2025-03-10,2025-09-03,2025-08-29,0,None
MPLAD-405198,West Bengal,Kolkata,Community Hall,Building multipurpose cultural community hall in Kolkata Ward 6,1457397.67,Contractor_30,2025-07-13,2025-10-13,,0,None
MPLAD-A7A57E,Maharashtra,Aurangabad,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Aurangabad Block 11,1404713.27,Contractor_37,2025-03-28,2025-09-13,2025-09-06,0,None
MPLAD-809236,Rajasthan,Jodhpur,Solar Street Light,Supply and erection of 15 LED solar street lights at Jodhpur Block 19,65282.3,Contractor_48,2025-09-27,2026-03-22,2026-03-14,0,None
MPLAD-B0971F,West Bengal,Tamluk,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Tamluk Gram Panchayat 10,292924.41,Contractor_2,2025-08-09,2025-12-13,2025-12-04,0,None
MPLAD-0CF9B6,Jammu And Kashmir,Srinagar,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Srinagar Sector 31,547612.82,Contractor_9,2025-05-01,2025-09-15,2025-09-20,0,None
MPLAD-3BBA04,West Bengal,Darjeeling,Drinking Water Plant,Installation of clean drinking water filtration unit in Darjeeling Sector 4,547439.92,Contractor_4,2025-07-23,2026-01-19,2026-01-23,0,None
MPLAD-CE1BE2,Karnataka,Belagavi,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Belagavi Sector 1,543106.46,Contractor_17,2025-08-30,2026-02-21,,0,None
MPLAD-33DD94,Rajasthan,Udaipur,Road Repair,Repair of internal road in Udaipur Ward 17,823931.58,Contractor_11,2025-06-04,2025-10-19,2025-10-21,0,None
MPLAD-48A0D8,Jammu And Kashmir,Srinagar,Road Repair,Paver block fixing and road repair work in Srinagar Block 8,798567.97,Contractor_21,2025-06-23,2025-10-02,2025-10-03,0,None
MPLAD-C77C8F,Tamil Nadu,Madurai,Solar Street Light,Electrification via 50 solar street lights across Madurai Block 34,84570.33,Contractor_21,2025-09-13,2026-02-05,2026-01-29,0,None
MPLAD-D57D8F,Jammu And Kashmir,Srinagar,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Srinagar Ward 10,323560.31,Contractor_4,2025-06-11,2025-11-19,,0,None
MPLAD-9A2E79,Tamil Nadu,Coimbatore,Community Hall,Renovation and expansion of community hall in Coimbatore Gram Panchayat 23,1373256.53,Contractor_46,2025-08-29,2026-02-25,2026-02-13,0,None
MPLAD-B29731,Bihar,Gaya,Road Repair,Concreting and repair of internal village road at Gaya Ward 33,797039.9,Contractor_18,2025-09-10,2025-12-24,2025-12-15,0,None
MPLAD-4D958C,West Bengal,Kolkata,Road Repair,Paver block fixing and road repair work in Kolkata Ward 32,878178.9,Contractor_44,2025-10-27,2026-04-02,2026-03-23,0,None
MPLAD-590F33,Tamil Nadu,Chennai,Solar Street Light,Fitting 15 solar powered street lamps in Chennai Sector 6,82747.35,Contractor_30,2025-01-14,2025-06-10,,1,Delayed Completion
MPLAD-6E06BF,Maharashtra,Mumbai Suburban,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Mumbai Suburban Zone 9,297243.33,Contractor_14,2025-05-18,2025-08-21,2025-08-20,0,None
MPLAD-77E271,Karnataka,Bengaluru Urban,Solar Street Light,Setup of 10 high-mast solar illumination units in Bengaluru Urban Gram Panchayat 17,81031.16,Contractor_12,2025-05-25,2025-09-01,2025-09-05,0,None
MPLAD-982FA2,Bihar,Patna,Community Hall,Renovation and expansion of community hall in Patna Ward 8,1686019.72,Contractor_20,2025-07-24,2025-11-17,2025-11-26,0,None
MPLAD-DA3D1B,Uttar Pradesh,Kanpur,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Kanpur Gram Panchayat 29,318066.03,Contractor_25,2025-06-08,2025-11-30,2025-11-26,0,None
MPLAD-C49270,Rajasthan,Jaipur,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Jaipur Gram Panchayat 6",286108.76,Contractor_3,2025-11-04,2026-03-28,2026-04-01,0,None
MPLAD-5AB7DE,West Bengal,Tamluk,Road Repair,Bituminous macadam road repair and pothole filling in Tamluk Block 30,768348.97,Contractor_28,2025-08-26,2026-01-26,2026-01-31,0,None
MPLAD-19237A,Tamil Nadu,Coimbatore,Solar Street Light,Supply and erection of 30 LED solar street lights at Coimbatore Gram Panchayat 19,83144.15,Contractor_37,2025-09-02,2025-12-17,2025-12-11,0,None
MPLAD-2E232B,Assam,Guwahati,Solar Street Light,Setup of 40 high-mast solar illumination units in Guwahati Zone 17,76019.89,Contractor_23,2025-01-24,2025-06-28,2025-06-16,0,None
MPLAD-1CF5F7,Maharashtra,Pune,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Pune Gram Panchayat 3,508556.79,Contractor_6,2025-09-15,2026-03-08,2026-03-18,0,None
MPLAD-28FCB8,Karnataka,Belagavi,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Belagavi Block 22,322605.32,Contractor_12,2025-06-02,2025-10-28,2025-10-27,0,None
MPLAD-4A4ED5,Tamil Nadu,Chennai,Community Hall,Renovation and expansion of community hall in Chennai Sector 11,1374034.96,Contractor_42,2025-11-06,2026-03-31,2026-03-16,0,None
MPLAD-7EC554,Jammu And Kashmir,Baramulla,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Baramulla Gram Panchayat 20,297609.78,Contractor_6,2025-07-27,2026-01-12,2026-01-16,0,None
MPLAD-04EEC4,Bihar,Patna,Community Hall,Construction of community hall in Patna Gram Panchayat 10,1354045.58,Contractor_42,2025-04-08,2025-10-04,,0,None
MPLAD-FC06A2,Assam,Guwahati,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Guwahati Gram Panchayat 2,1474315.39,Contractor_8,2025-11-17,2026-02-26,2026-02-25,0,None
MPLAD-853BCD,Jammu And Kashmir,Baramulla,Community Hall,Building multipurpose cultural community hall in Baramulla Ward 19,1660966.13,Contractor_37,2025-12-26,2026-05-25,2026-05-24,0,None
MPLAD-A4DDA4,Bihar,Aurangabad_BR,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Aurangabad_BR Zone 19,273055.33,Contractor_3,2025-01-05,2025-05-28,2025-06-05,0,None
MPLAD-1F0ED7,Jammu And Kashmir,Srinagar,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Srinagar Zone 5,293980.82,Contractor_18,2025-09-20,2025-12-26,2025-12-24,0,None
MPLAD-039827,Jammu And Kashmir,Jammu,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Jammu Ward 19,323348.44,Contractor_47,2025-03-01,2025-08-20,2025-08-27,0,None
MPLAD-F85CF6,West Bengal,Tamluk,Community Hall,Development and construction of public community center in Tamluk Gram Panchayat 9,1487696.17,Contractor_19,2025-08-13,2026-01-25,,0,None
MPLAD-0B871B,Karnataka,Mysuru,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Mysuru Gram Panchayat 9,327588.2,Contractor_12,2025-12-11,2026-03-31,2026-03-25,0,None
MPLAD-B3CF95,Bihar,Aurangabad_BR,Community Hall,Building multipurpose cultural community hall in Aurangabad_BR Sector 23,1362525.64,Contractor_17,2025-09-09,2026-02-09,2026-01-31,0,None
